mandarin_name,english_name,address,cuisine_type,price_level,opening_hours,dine_in,review_1,review_2,review_3,review_4,review_5
早點加薪,jia_xin breakfast,"1F, No.1, Zhinan Rd, Section 3, Wenshan District, Taipei City, Taiwan, 116",brunch,"cheap, budget-friendly, under $100",Monday: 6:30 AM – 1:00 PM | Tuesday: 6:30 AM – 1:00 PM | Wednesday: 6:30 AM – 1:00 PM | Thursday: 6:30 AM – 1:00 PM | Friday: 6:30 AM – 1:00 PM | Saturday: 6:30 AM – 12:00 PM | Sunday: Closed,has dine-in seating,My favourite breakfast spot in the whole of Taipei. A local restaurant ran by the nicest couple I’ve ever met. I come here every morning and never once had a single complaint. Very good prices and very good fresh food. Couldn’t recommend it enough :),great,"The toast is so soft and fluffy! I don't usually eat pork belly, but this was amazing. It had absolutely no fatty texture, tasting like grilled pork from a Korean restaurant. I love ordering everything separately and then assembling it into my own personalized toast flavor, topped with chili sauce and soy sauce. The egg pancake is also fantastic—not oily at all. Whenever I'm craving breakfast, I always stop by here first. It's become one of my go-to breakfast spots at my hotel in Muzha!

I like sitting at a table with friends because I can see the people and cars on the street and the changing sky.","I've been eating this since college, and I still often come back for the simple, delicious taste of it, just to get a raise sooner 🤤

🍳Pork Tenderloin Omelet + Cabbage $70

🍳Pork Tenderloin Sandwich $65 Pork tenderloin is an item I've repurchased countless times. The difference lies in the type of starch, and the cabbage shreds in the omelet are pan-fried. If I want a rich, crispy toast and refreshing cabbage shreds, I'll have the sandwich; if I want chili sauce and a pretty cross-section of the omelet, I'll have the omelet, haha.

🍳Yuzu Pepper Chicken Sandwich $65 This is a relatively rare breakfast flavor. It's a mildly seasoned meat, but you can taste the yuzu pepper aroma as you chew. I choose this when I want something lighter.

🍳Tomato Cheese Sandwich + Bacon $70 A surprisingly great combination! It's like a much bigger, upgraded version of the MOS Tomato Cheese Egg Burger! Chop the tomatoes, mix them with the egg, add fresh shredded cabbage, freshly fried bacon, and rich cheese slices. The toast is also toasted on a griddle until slightly crispy. It's a nutritionally balanced and incredibly satisfying treat! 🥹

🍳 Honey Leather French Toast $35 I'd definitely order an extra one if I wanted something sweet! Cheese sandwiched in toast, dipped in egg, pan-fried until lightly browned, and drizzled with honey—it's absolutely amazing! I'd order it every time if I had a bigger stomach.

🍳 Handmade Radish Cake $40 You can taste individual strands of radish, and it doesn't have dried shrimp (I personally prefer radish cake without shrimp, haha), which allows you to really taste the natural sweetness of the radish. It's also delicious with soy sauce and chili sauce 😌

🍳 Fried Egg (Market Price, I've had it a few times so far, always $10) Being able to get a hot, freshly fried half-boiled/fully cooked sunny-side-up egg for ten dollars is pure bliss... I always order one or two 🤤

🍳 Fresh Milk Tea $30 The black tea is only slightly sweet, and with Ah Hou's fresh milk, it's refreshing and not too sweet.

🍳 Unsweetened Soy Milk The $20 soy milk is also handpicked by the owners; it's thicker than what you'd find at other breakfast shops. I always order either fresh milk tea or soy milk, and they always fill my own cup to the brim! 🥹

What I love about this breakfast spot is the owners' attention to detail. They carefully select the toast, pomelo pepper chicken, homemade radish cake, soy milk, and Ah Hou fresh milk. Plus, the owners are very friendly and provide excellent service; the warm and welcoming atmosphere feels just like home.

The food isn't greasy, and the environment is clean and bright. ✨ I often have it for lunch. Eating freshly made toast/egg pancakes with a cup of soy milk always makes me feel so happy! (*¯︶¯*) Sometimes it gets crowded, so please be patient or call ahead to reserve! I've probably eaten here a hundred times; some photos are in the pictures, some aren't, but I love it!","These handmade tomato and cheese sandwiches are incredibly delicious! The bread is toasted until slightly charred and incredibly fragrant, comparable to brunch spots!! I've visited many times, and the service quality remains consistently excellent.

The lovely owners even draw smiley faces on the packaging 😊 It's a truly therapeutic experience for both my mood and appetite 🌸"
海天小館,Hai Tian Restaurant,"No. 30, Section 1, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","chinese, taiwanese, asian","mid-range, moderate prices, $200-$1000","Monday: Closed | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Saturday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Sunday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM",has dine-in seating,"This place is a joke... only driven by FAKE reviews!
Not only it's over priced but the quality and flavor is very poor.
Don't be fooled and strongly and worthy to waste your money and time.",Excellent seafood!! Good combinations of menu dished!! Must try!!~,Well cook good quality food,"Fresh seafood, friendly service, good selection",good
麥味登 文山政大店,My Warm Day (Wenshan NCCU Branch),"No. 3, Lane 25, Wanshou Rd, Wenshan District, Taipei City, Taiwan 116","breakfast, brunch","$100-$200, cheap, budget-friendly",Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,has dine-in seating,"WARNING!! The owner sat there for the whole time CUTTING HER FINGERNAILS on a table customers eat from. It was super disgusting, but none of the workers said anything. We had to take out order to go, because the owner didn’t stop cutting her nails for a the whole time we were in the restaurant. Please don’t go to this disgusting restaurant. Hygiene is very low. The authorities should check on this place.","There was someone CLIPPING HER FINGERNAILS inside, on one of the eating tables. I don't know if it's a worker, it looked like none of the workers seemed to mind her so I assume she was the owner. Seems very unhygenic, i dont think it's up to health code.","Clean environment, nice food, great service!👍","Best breakfast, pancake eggrolls and American pancake meal.",Very good
同洋燒臘,Tong Yang Roast Meat,"No. 1, Alley 2, Lane 45, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","cantonese, asian, chinese","cheap, budget-friendly, $100-$200","Monday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Saturday: 11:00 AM – 2:00 PM | Sunday: Closed",has dine-in seating,The best HK food I tasted BESIDE NATIONAL CHENGCHI UNIVERSITY,"The roast meats came with a nice mung bean soup. I ordered the $90 char siu and spare ribs combo, and the char siu was really good. The spare ribs were a bit soft, perhaps because they were cold, and the flavor wasn't too strong, but the sweetness and sauce concentration slightly affected the texture of the meat. Overall, for $90, it's pretty good value for money. The owner checked my portion size before serving the food, which was thoughtful.","Three Treasures Rice $100
Arriving after peak meal times, the rice was hot, but the vegetables and meat were cold. I'm fine with that, but the spareribs and barbecued pork were quite tough. The chicken was okay, and the sausage was the best. However, I think the biggest letdown was the sauce. It was so thick and salty, like a grease, that it felt like a soup, ruining the overall experience.","Having lived in Wenshan District for a while, I wouldn't say I've explored it all, but I generally know or have been to most of the well-known places; otherwise, I've just passed by and looked away... and there are quite a few of those. So I still have to rely on Google to find out what's possible. During the peak of summer last year, I randomly found this place and decided to check it out.

Because it was outside the main gate of National Chengchi University, and it was during the holidays, even at lunchtime, the shop was dark and looked like it wasn't open. After going in, I had to call out before I saw the owner. He told me to wait a moment, that the food would be ready soon. He probably mainly caters to students on weekdays, so there are fewer people during the summer holidays, and he doesn't need to prepare food as actively.

When the owner was serving the food, he asked if I wanted more rice, and I said no. He probably thought I was a glutton, but I'm actually just a small bowl of rice; I don't like rice at all. Also, since it's a student business, he knows that boys that age have big appetites, and more carbohydrates would definitely fill them up. That said, when I got home and opened the bento box, there was still a lot of rice. The whole bento box looked like a can of bloated herring, all bulging out. The side dishes also filled up the food compartments. It was another owner who worried I hadn't eaten enough—these kinds of owners, located near schools, are truly compassionate and don't care about the cost, focusing on making sure you're full. But I've been out of that mindset for a long time. If it were handmade noodles, I'd be happy to eat my fill! Haha.

Actually, looking at the owner, I thought he'd be retired by the time I wrote this food review a year later. Because when we were chatting, he told me he was taking a vacation in a few days and didn't want me to come for nothing (after all, he's not a digital person and can't use Facebook or Google Maps). He was going to the US for his son's graduation ceremony, saying it was his first time traveling abroad. Seeing his expression and demeanor, even as a stranger, I felt genuinely happy; that overflowing parental love was palpable. Running a small eatery near a school, sending their children abroad to study—the hard work and pride should be written all over their faces, especially with such incredibly generous prices.

The food here is fairly average, the kind of Taiwanese roast meat you'd find in Taipei. Nothing particularly outstanding, but nothing to criticize either—of course, this isn't comparing it to what you'd find in Hong Kong. However, buying a bento box reminded me of the warmth and sincerity of people, giving me a different feeling on a sweltering midday. More than a year later, as I write this food review, it's still open.

More food reviews on Google: Nanhe Zazu","This roast meat shop is probably one of the most frequented by students in the neighborhood. It's delicious, inexpensive, and you can eat your fill! The owner even gives you a bottle of Yakult with each meal. When serving your rice, the owner will ask if you've eaten enough, and if you have too much, you can change the vegetables. It's really great!

Three Treasures Rice (90 RMB) This place's Three Treasures Rice is fantastic. With three kinds of main dishes, you get to taste all kinds of meat, plus plenty of vegetables. The portion is generous, it's delicious, and the owner is super nice. Highly recommended!"
焱鬼鍋燒專門店-文山三番店 ,Yin Gua Nabeyaki Noodle (Wenshan Sanfan Branch),"No. 252, Section 2, Muxin Rd, Wenshan District, Taipei City, Taiwan 116","taiwanese, asian, chinese","cheap, budget-friendly, $100-$200","Monday: 11:00 AM – 2:00 PM, 4:30 – 9:00 PM | Tuesday: 11:00 AM – 2:00 PM, 4:30 – 9:00 PM | Wednesday: 11:00 AM – 2:00 PM, 4:30 – 9:00 PM | Thursday: 11:00 AM – 2:00 PM, 4:30 – 9:00 PM | Friday: 11:00 AM – 2:00 PM, 4:30 – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM",has dine-in seating,"We had dinner here and the food here was really good, was a lot better than I initially expected.

They have a drink section that you can pour yourself and the tea is really good, highly recommended.

We had curry and the noodle soup, both was great.

Not sure why the restaurant wasn’t packed with this type of food quality.

Truly a hidden gem","Simple small hotpot!

I always come here when I feel like eating hotpot or soup but don't have much time.

I like their curry pot and spicy pot with rice. The amount of food is enough to fill your stomach. What I like the most is that they give you shrimp tempura with every meal you order.",Very good restaurant and clean. Every ingredient is high quality and prepare relatively fast. So delicious to eat here. I definitely recommend.,delicious this cost me $130only,"Nice place, I wish they had an English menu. But I managed somehow as the staff were friendly. Will come back again."
初什麼早午餐Brunch,What to Eat Brunch,"No. 124, Section 1, Xinguang Rd, Wenshan District, Taipei City, Taiwan 116","breakfast, brunch","$100-$200, cheap, budget-friendly",Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 6:30 AM – 1:00 PM  | Friday: 6:30 AM – 1:00 PM | Saturday: closed | Sunday: closed,has dine-in seating,Perspective from a foreigner/european. Local Taiwanese brunch restaurant with a lot of great food options for a very reasonable price. I choose the smoked chicken omelette with an americano coffee. Great presentation and it was also delicious. They have one hand translated menu which makes it a lot easier! Especially the young woman attending the guests speaks english very well and is very friendly. I highly recommend this restaurant to locals and foreigner alike.,"This is the first time I went to this brunch place and it was amazing! One of the best places in Taiwan!

I ordered the 法式吐司(French Toast) and 蔥抓餅(Scallion Pancake) which were so good! The French toast was soft and not too sweet and the 蔥抓餅(Scallion Pancake) had a slightly sweet sesame oil sauce which I really liked. Overall the CP was very good!
The staff were all really friendly especially the owner who after knowing that I was Japanese gave me a little discount! She also gave me a little plastic bag so that I could carry my drink which I was planning to take home with me. This made me so happy and I will never forget this experience! I will definitely come back again and try the other foods!

謝謝老闆娘！
我一定會再回來的！
ありがとうございました！","Fantastic local place with traditional Taiwanese breakfast, friendly staff and low prices. The only con - no English menu but we got lucky to get help from one of the locals","Love their egg pancakes, W an interesting twist in flavor- a must try pet friendly breakfast shop😊","Delicious😍
🤤🤤🤤🤤🤤"
展弟拉麵店,Zhan Di Ramen Restaurant,"No. 60, Section 2, Zhinan Rd, Wanxing Village, Wenshan District, Taipei City, 116","ramen, japanese, asian","$100-$200, cheap, budget-friendly","Monday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Saturday: Closed | Sunday: Closed",has dine-in seating,"The ramen was standard for the price, the pork was flamed slightly adding a smokey taste. Biggest downside is the soup which was not concentrated enough",ok,"The food came out pretty fast! The ramen 🍜 had a Taiwanese flavor, and there were many flavors to choose from. The fried chicken tasted freshly fried. I'll try other rice dishes next time!","The price is too high. The only good thing is that the fried fish fillet is served piping hot, and the noodles are okay, but the price is really too much for my wallet... At 178 NTD, there are many other cheaper options at National Chengchi University, such as braised chicken rice (165 NTD) or goose meat bento (120 NTD), etc.... Just for your reference.","I went there right after it opened, and they got a free cup of brown sugar black tea. The staff seems to be family. The lady boss was very polite, and the younger brother who took orders (probably helping out on summer vacation, haha) was also very friendly.

For Taiwanese ramen, it's pretty good 👍🏻 The Chicken Cutlet Garlic Ramen is a great value! The broth even has shiitake mushrooms 😍, which is a big plus!"
胡記胡荎程 胡麻麵,Hu Ji Hu Zhi Cheng — Sesame Noodles,"2F, No.60, Zhinan Rd., Section 2, Wanxing Village, Wenshen District, Taipei City, Taiwan, 116","afghani, middle east","$100-$200, cheap, budget-friendly",Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 10:00 AM – 7:00 PM | Sunday: 11:00 AM – 7:00 PM,has dine-in seating,The sesame noodle shop hidden inside the school is a bit of a challenge to find; it's incredibly numbing and has a fantastic texture.,"My senior, a soldier, brought me here to eat. It's delicious!","It's both mushy and spicy, highly recommended.",,"Highly recommend, very delicious"
海王居酒屋,Haiwang Izakaya Restaurant,"No. 204, Section 2, Muxin Rd, Shunxing Village, Wenshan District, Taipei City, Taiwan 116","japanese, asian","mid-range, moderate prices, $400-$600",Monday: 6:00 PM – 1:00 AM | Tuesday: Closed | Wednesday: 6:00 PM – 1:00 AM | Thursday: 6:00 PM – 1:00 AM | Friday: 6:00 PM – 2:00 AM | Saturday: 6:00 PM – 2:00 AM | Sunday: 6:00 PM – 1:00 AM,has dine-in seating,Best in town,"It was a bit late after work, and many shops were closed. Seeing this place open until 2 AM, I immediately came to eat. The decor was very upscale, making it seem like an expensive place, but the prices were surprisingly reasonable! I highly recommend it!

We ordered the ""Sea King Six Styles,"" Japanese-style stir-fried udon noodles, and creamy enoki mushroom skewers. Every skewer of the ""Sea King Six Styles"" was amazing! I especially remember one pork belly skewer that was delicious!

I really wanted to order that skewer separately, haha. The Japanese-style stir-fried udon noodles were quite tasty, topped with bonito flakes—so fragrant! The creamy enoki mushroom skewers were very smooth; I almost wanted to drink the broth, haha. Overall, it was pretty good.","Every dish was good. The enoki mushrooms looked ordinary, but they tasted great.

The beef was a bit pricey, not really worth it.","We discovered this newly opened restaurant while taking a walk with my husband, and it was indeed delicious! 👍

Of course, draft beer was a must!
Sakura shrimp and cabbage, Hiroshima fried oysters, grilled shichimana (a type of herb), chicken skewers with mentaiko (spicy cod roe), chicken and scallion skewers, grilled short ribs, baby corn with skin, and grilled prawns.","Dined on March 9th, 2014. I dined alone at your restaurant tonight and ordered karaage chicken, miso cucumber, braised chicken, bacon and tomato, and a beer.

The taste, atmosphere, and service were all up to standard.

However, I have some reservations about the bacon and tomato dish. Using half a strip of bacon to wrap half a cherry tomato... while this certainly saves costs, it doesn't create the burst of tomato juice when you bite into it. Also, wrapping half a cherry tomato in the bacon is really unusual. I suggest your restaurant reconsider this dish. Keep it up!"
品佳牛肉麵,Pin Jia Beef Noodle Restaurant,"No. 129, Section 2, Muxin Rd, Wenshan District, Taipei City, Taiwan 116","taiwanese, asian, chinese","cheap, budget-friendly, $100-$200","Monday: 11:30 AM – 2:30 PM, 5:30 – 8:30 PM | Tuesday: 11:30 AM – 2:30 PM, 5:30 – 8:30 PM | Wednesday: 11:30 AM – 2:30 PM, 5:30 – 8:30 PM | Thursday: 11:30 AM – 2:30 PM, 5:30 – 8:30 PM | Friday: 11:30 AM – 2:30 PM, 5:30 – 8:30 PM | Saturday: 11:30 AM – 2:30 PM, 5:30 – 8:30 PM | Sunday: 11:30 AM – 2:30 PM, 5:30 – 8:30 PM",has dine-in seating,It's like eating at my grandfather's house. It's delicious. I recommend the beef noodles and side dishes.,"This is a budget-friendly snack shop; the dumplings are cheaper than others, but the taste is just average.","Environment: Old and unkempt; air conditioning was advertised but not turned on, making it stuffy.

Service: People who seemed to be family members sat chatting near the entrance, but the food preparation was incomplete, resulting in a long wait after ordering.

Braised Pork Rice: Not real braised pork; the sauce was just served directly on top of the rice, and it was too salty.

Beef Noodles: A large bowl of noodles came with more than 7 or 8 slices of beef. For the price of 100 yuan, it was acceptable.","Wonton Soup (Small) 30 Yuan
The small bowl of wonton soup came with 10 wontons, which was quite a bit of a splurge. It's a very affordable food stall price, but the taste... The wonton wrappers were a bit thick, the filling wasn't fishy, ​​and the pork was a bit fatty. The flavor was just average, which is something I'm not very experienced with. The soup is a simple combination of crispy shallots and green onions, without MSG, making it very healthy.

Boiled Dumplings 4 Yuan each
I really don't recommend the cabbage; it's dry and tough, and the pork is seasoned with ginger to remove the fishy smell. The filling is also fatty and pork-heavy, which is a shame. The lack of MSG was a shame, but I couldn't taste the sweetness of the cabbage or pork. The chive dumplings were okay, but the pork filling was too fatty, so I wasn't a fan.

Beef Noodles (Small) 70 Yuan
The broth was average, the beef was not springy and tough, and the noodles were just average. However, the price was affordable and it was a good place to fill your stomach.

Side dishes and dried tofu
Affordable side dishes, three for only 10 yuan, which I honestly think is a good deal. However, when it comes to braised dishes, I really care about the soy sauce. It's not special; it's just your average soy sauce, a bit salty and average.","The Lu Rou Fan contains dried tofu, so it's like a rice version of Zha Jiang Noodles. It's just the right amount of salty, and goes well with rice. The beef noodles contain pickled cabbage and are flavored with spices like star anise. The portions were quite generous and delicious. It feels like a community-based restaurant that attracts locals."
老味道鍋物,Lao Wei Dao Hot Pot,"No. 17, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","hot pot, taiwanese, asian, chinese","mid-range, moderate prices, $200-$400","Monday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM | Tuesday: Closed | Wednesday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM | Thursday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM | Friday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM | Saturday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM | Sunday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM",has dine-in seating,"Super nice owner, fresh tasty meat and vegetables, good value for money 👍🏼","The hot pot dishes were incredibly generous with ingredients and inexpensive; each pot was overflowing, so filling you'd be stuffed! 🥰 You wouldn't even need noodles to finish it all. The vegetables were all excellent, and the corn was super sweet! 💪🏻

📍The Mushroom, Mustard Green, and Black Chicken Hot Pot ($379) was quite unique. The broth was light and flavorful, the mustard greens were a delightful bittersweet taste, and there was a generous amount of black chicken.

📍The Braised Beef Brisket Hot Pot ($359) also had a lot of meat, but unfortunately, the overall flavor was a bit one-dimensional. Next time, I'd like to order the sauerkraut and pork belly hot pot or the sesame oil chicken, which my family highly recommends. 🤭","This was my first time stepping into this restaurant during my four years of university. The menu was unique; many dishes that would normally be served in large pots for multiple people were served individually – a lifesaver for those homesick while away from home.

I originally wanted to order the fish hot pot, but it was sold out, so I opted for the lamb hot pot instead. Having grown up with small legs, I'm very picky about lamb.

To my surprise, the lamb, with its classic flavor, was perfectly stewed – tender yet firm, flavorful without being greasy. It had a subtle milky aroma and almost no gamey taste, a testament to the restaurant's fresh ingredients.

Secondly, the selection of hot pot ingredients was also ingenious. The tofu tasted like handmade tofu, fluffy and creamy with a subtle bean flavor. The duck meatballs were very firm, unlike the starchy meatballs commonly found in Taipei; they were chewy and springy.

And it's worth mentioning that the restaurant meticulously removed the tough stems from the cabbage.

The broth was relatively light, but definitely flavorful. The broth is bursting with the restaurant's proud, naturally flavorful bone broth, complemented by scallions, corn, and cabbage, with a subtly sweet taste.

I wish I'd discovered it sooner! I'll definitely be back!","December 1st. I went to get a haircut yesterday, and the owner recommended this place. Today it got cooler, so I thought I'd have hot pot and came here.

It was unexpectedly delicious—a surprise, like discovering a hidden gem! The pickled cabbage and pork belly hot pot I ordered had very tasty and fresh pickled cabbage and pork belly. I wanted to take the soup base home, but I was too embarrassed to say anything. Personally, I think it's far superior to Qian Du.

The drinks were also better than Qian Du's. I had the unsweetened oolong tea, and it was a pleasant oolong with a slight aftertaste, not the bitter kind. The dipping sauces were also better than Qian Du's, with fresh scallions, chili peppers, etc. (Qian Du's were all frozen in the refrigerator, I don't know how long). This place even had sesame paste; the owner must be a connoisseur. And then there's the heating system—using a gas stove and a fire—it's rare to find a place that uses fire for heating. I think this kind of fire-heated hot pot is what makes it a proper hot pot experience. It makes me want to try other types of pots.","🔸Pickled Cabbage and Pork Belly Hot Pot: The pickled cabbage broth is fantastic. Initially, there's a lot of pickled cabbage, so it's a bit sour. I recommend adding more cabbage to balance the sourness with its sweetness, which makes the broth even better!! The ingredients are plentiful: pork belly, frozen tofu, bean curd sheets, shrimp 🦐, hot pot ingredients, duck blood, enoki mushrooms—you can't possibly finish them all! For this price, the individual hot pot ingredients are far superior to other hot pot restaurants…

🔸Mushroom, Clam, and Chicken Hot Pot: Plenty of chicken thigh meat, cabbage, and clams—a very generous serving! After finishing the ingredients, the broth is perfect for cooking Korean ramen…

☑️The dining environment is clean and bright, the staff are friendly, and the self-service bar is unlimited. Reservations are recommended for dining times…

☑️A hot pot restaurant with incredibly high cost-performance…

⭐️⭐️⭐️⭐️A great place for family and friends to dine and gather. Worth trying and visiting again!!"
陽城燒臘,Yang Cheng Roast Meat,"No. 244, Section 2, Muxin Rd, Wenshan District, Taipei City, Taiwan 116","cantonese, asian, chinese","cheap, budget-friendly, $100-$200","Monday: 11:00 AM – 2:00 PM, 4:30 – 8:00 PM | Tuesday: 11:00 AM – 2:00 PM, 4:30 – 8:00 PM | Wednesday: 11:00 AM – 2:00 PM, 4:30 – 8:00 PM | Thursday: 11:00 AM – 2:00 PM, 4:30 – 8:00 PM | Friday: 11:00 AM – 2:00 PM, 4:30 – 8:00 PM | Saturday: 11:00 AM – 2:00 PM, 4:30 – 8:00 PM | Sunday: 11:00 AM – 2:00 PM, 4:30 – 8:00 PM",has dine-in seating,"The best roasted pork rice in this area. Very authentic HK flavor, as all kinds of meats are tasty with affordable price. Worth trying if visiting this neighborhood.","Good duck legs with rice! The auntie who made the dish is quite cute and friendly. They provide free soup. On weekdays evening, their food sells out very fast.",I’ve been visiting this restaurant for over 15 yrs . The sauce is the key element of this yummy dish,"Delicious and succulent, and very affordable!",Good taste of lunch box
悅來牛肉麵,Yue Lai Beef Noodle Restaurant,"No. 11, Ln. 119, Sec. 2, Zhinan Rd., Wenshan Dist., Taipei City 116011, Taiwan (R.O.C.)","taiwanese, asian, chinese","cheap, budget-friendly, $100-$200","Monday: 11:00 AM – 2:00 PM, 5:00 – 7:30 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 7:30 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 7:30 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 7:30 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 7:30 PM | Saturday: 11:00 AM – 2:00 PM, 5:00 – 7:30 PM | Sunday: 11:00 AM – 2:00 PM, 5:00 – 7:30 PM",has dine-in seating,"For the beef noodle, the soup impressed me with its pepper taste. The beef is stewed well, soft and juicy, but the meat does not show off too much when biting. The noodle is good, thick and chewy. I will give between 3 and 4 here.",My old teacher brought us here to eat. It is tucked away in an alley. The beef noodle soup was savory and the meat was soft. The price is also amazing for the amount of food. I would recommend coming here for a cheap and hearty meal.,Big bowl of beef noodle soup..big.one for only 120 NTd,Best local food you’ll ever try. Must try. People are super nice. Been coming here for more than 10 years,"The beef noodle was ok, the bad thing was their manners, My friend and I were the last customers that day and the owner kinda wanted us to leave quickly asap and closed the door half way."
有喜居酒屋,Youxi Izakaya Restaurant,"No. 48, Section 2, Muxin Rd, Wenshan District, Taipei City, Taiwan 116","japanese, izakaya, asian","mid-range, moderate prices, $400-$1000",Monday: Closed | Tuesday: 6:00 PM – 12:30 AM | Wednesday: 6:00 PM – 12:30 AM | Thursday: 6:00 PM – 12:30 AM | Friday: 6:00 PM – 12:30 AM | Saturday: 6:00 PM – 12:30 AM | Sunday: 6:00 PM – 12:00 AM,has dine-in seating,It's by far the best Izakaya restaurant I tried in Taipei. The food is very good and there is a lot of choices. I highly recommend !,Best Izakaya in Shenkeng,Simply delicious. Probably one of the best place I never ate at,The craftsmanship at this nearby izakaya is absolutely mind-blowing. Every dish comes with so many intricate details—it's definitely a place worth visiting again and again.,"So delicious, I'll definitely come again!

The grilled squid sausage was amazing, with a slightly crispy exterior and a perfectly chewy interior, and a rich aroma. The bacon and scallops, grilled yam and mentaiko, salt-grilled baby corn, and salt-grilled chicken cartilage were all super delicious.

The Japanese fried noodles were tasty, but I don't like mayonnaise, so it was pretty good without it. I saw people recommending the century egg and stinky tofu, but I personally didn't like it.

We ordered too much this time, and were almost full after only half the meal. The skewers came later, and we also ordered some beer. Overall, it was very delicious and satisfying. The portions weren't large, and the price was reasonable, but the dishes were quite exquisite. I was very satisfied with my first time trying it, and I admire the owner's ability to create such delicious dishes from various ingredients in such a short time. The dining and cooking areas shared the same space, but there was no smell of cooking oil. Next time, I'd like to try the grilled fish and other drinks.

There aren't many seats, so the owner said it's best to call and make a reservation."
四川飯館,Sichuan Restaurant,"No. 65, Section 2, Zhinan Rd, Wenshan District, Taipei City, Taiwan 116","chinese, asian","mid-range, moderate prices, $200-$400","Monday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Saturday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM | Sunday: 11:00 AM – 2:00 PM, 5:00 – 8:00 PM",has dine-in seating,"Perfect restaurant with amazingly tasty food. If you have stereotypes that all the Asian cousins are spacy - don't be afraid. If you what to eat something tasty - you're welcome; if you want to cry because of spacy - you're also welcome😂 what I want to say is that here you definitely will find something that will satisfy you for 100%!!!
Hope I will have a chance to go there once again🤩🤩🤩","One of my favorite places to eat. Very affordable and flavorful food, with super fast service. I recommend the kung pao chicken and a side of eggplant!","Nice ambience to eat with friends, taste like home-cooked by mom, will come again next time",Taste ok but price is so reasonable Many students come visit,"Fantastic food and space, especially for big groups! The traditional beef and twice fried cured pork are two of my favorites, and the food is good sized portions and prices."
